2011-10-15 18:12:05.913283	28910
2011-10-16 18:12:06.118936	28910
2011-10-17 18:12:23.832910	32916
2011-10-18 18:12:01.953511	32916
2011-10-19 18:12:02.531314	32916
2011-10-20 18:12:02.619889	32916
2011-10-21 18:12:04.385061	32916
2011-10-22 18:12:02.526034	32916
2011-10-23 18:12:02.795886	32916
2011-10-24 18:12:02.508214	33707
2011-10-25 18:12:02.065834	33707
2011-10-26 18:12:02.202443	33707
2011-10-27 18:12:02.395070	33707
2011-10-28 18:12:03.243238	33707
2011-10-29 18:12:02.330970	33707
2011-10-30 18:12:05.677589	33707
2011-10-31 18:12:02.987873	33707
2011-11-01 18:12:02.822929	34633
2011-11-02 18:12:02.696167	34633
2011-11-03 18:12:01.842442	34633
2011-11-04 18:12:02.910483	34633
2011-11-05 18:12:02.598591	34633
2011-11-06 18:12:04.785390	34633
2011-11-07 18:12:03.170987	35425
2011-11-08 18:12:02.401450	35425
2011-11-09 18:12:02.509741	35425
2011-11-10 18:12:03.119075	35425
2011-11-11 18:12:02.623915	35425
2011-11-12 18:12:03.112159	35425
2011-11-13 18:12:13.909269	35425
2011-11-14 18:12:02.899032	35884
2011-11-15 18:12:04.871866	35884
2011-11-16 18:12:12.196105	35884
2011-11-17 18:12:01.980728	35884
2011-11-18 18:12:01.985625	35884
2011-11-29 18:12:05.045935	36916
2011-11-30 18:12:02.272131	36916
2011-12-01 18:12:03.083550	36922
2011-12-02 18:12:02.205333	36922
2011-12-03 18:12:02.884659	36922
2011-12-04 18:12:03.328795	36922
2011-12-05 18:12:04.992828	37529
2011-12-06 18:12:03.159520	37529
2011-12-07 18:12:02.807009	37529
2011-12-08 18:12:02.528202	37529
2011-12-09 18:12:02.744016	37529
2011-12-10 18:12:03.013970	37529
2011-12-14 18:12:02.581053	38114
2011-12-15 18:12:03.236955	38114
2011-12-16 18:12:02.894265	38114
2011-12-17 18:12:02.755921	38114
2011-12-21 18:12:02.184444	43105
2011-12-22 18:12:02.491380	43105
2011-12-23 18:12:02.998315	43105
2011-12-24 18:12:03.434942	43105
2011-12-25 18:12:04.819275	43105
2011-12-26 18:12:03.052996	43726
2011-12-27 18:12:02.298144	43726
2011-12-28 18:12:02.816004	43726
2011-12-29 18:12:12.796307	43726
2011-12-30 18:12:02.506026	43726
2011-12-31 18:12:02.571884	43726
2012-01-01 18:12:02.603797	46644
2012-01-02 18:12:03.092721	47250
2012-01-03 18:12:02.239607	47250
2012-01-04 18:12:01.915962	47250
2012-01-05 18:12:02.930300	47250
2012-01-06 18:12:04.880798	47250
2012-01-07 18:12:04.404978	47250
2012-01-08 18:12:03.373744	47250
2012-01-09 18:12:02.636370	47993
2012-01-10 18:12:02.647198	47993
2012-01-11 18:12:02.229958	47993
2012-01-12 18:12:02.844205	47993
2012-01-14 18:12:13.813209	47993
2012-01-15 18:12:13.447511	47993
2012-01-16 18:12:03.973016	48589
2012-01-17 18:12:03.232872	48589
2012-01-18 18:12:13.186338	48589
2012-01-19 18:12:13.295220	48589
2012-01-20 18:12:13.418892	48589
2012-01-21 18:12:17.859757	48589
2012-01-22 18:12:13.128651	48589
2012-01-23 18:12:14.581279	49035
2012-01-24 18:12:13.990067	50279
2012-01-25 18:12:05.343169	50279
2012-01-26 18:12:02.569584	50279
2012-01-27 18:12:02.493812	50279
2012-01-28 18:12:02.787959	50279
2012-01-29 18:12:05.547830	50279
2012-01-30 18:12:03.197896	50279
2012-01-31 18:12:02.750574	50746
2012-02-01 18:12:02.776445	50748
2012-02-02 18:12:08.297195	50748
2012-02-03 18:12:02.138184	50748
2012-02-04 18:12:12.400667	50748
2012-02-05 18:12:29.237997	50748
2012-02-06 18:12:02.253953	51254
2012-02-07 18:12:02.926577	51254
2012-02-08 18:12:02.651299	51254
2012-02-09 18:12:02.038707	51254
2012-02-10 18:12:03.189604	51254
2012-02-11 18:12:04.227296	51254
2012-02-12 18:12:03.237623	51254
2012-02-13 18:12:01.645787	51770
2012-02-14 18:12:02.062520	51770
2012-02-15 18:12:02.017781	51770
2012-02-16 18:12:02.706985	51770
2012-02-17 18:12:02.097549	51770
2012-02-18 18:12:12.168059	51770
2012-02-19 18:12:17.303511	51770
2012-02-20 18:12:02.280600	52361
2012-02-21 18:12:02.520931	52361
2012-02-22 18:13:11.308597	52361
2012-02-23 18:12:02.236239	52361
2012-02-24 18:12:02.789769	52361
2012-02-25 18:12:02.451531	52361
2012-02-26 18:12:02.622228	52361
2012-02-27 18:12:02.623918	52980
2012-02-28 18:12:02.624467	52980
2012-02-29 18:12:04.639882	52980
2012-03-01 18:12:09.295450	52980
2012-03-02 18:12:02.886555	53272
2012-03-03 18:12:02.481353	53272
2012-03-04 18:12:03.023458	53272
2012-03-05 18:12:02.747571	53880
2012-03-06 18:12:03.023145	53880
2012-03-07 18:12:02.799644	53880
2012-03-08 18:12:02.188573	53880
2012-03-09 18:12:02.480311	53880
2012-03-10 18:12:02.506789	53880
2012-03-13 18:12:02.884962	54381
2012-03-14 18:12:02.663373	54381
2012-03-15 18:12:02.402999	54381
2012-03-16 18:12:02.433288	54381
2012-03-17 18:12:02.687245	54381
2012-03-18 18:12:12.704381	54381
2012-03-19 18:12:02.059514	55006
2012-03-20 18:12:04.691083	55006
2012-03-21 18:12:02.385164	55006
2012-03-22 18:12:02.672279	55006
2012-03-23 18:12:02.436168	55006
2012-03-24 18:12:02.515008	55006
2012-03-25 18:12:02.955334	55006
2012-03-26 18:12:03.109252	55788
2012-03-27 18:12:04.755093	55788
2012-03-28 18:12:02.897262	55788
2012-03-29 18:12:04.908266	55788
2012-03-30 18:12:05.759431	55788
2012-03-31 18:12:03.190079	55788
2012-04-01 18:12:03.323599	55962
2012-04-02 18:12:02.925977	56716
2012-04-03 18:12:03.188926	56716
2012-04-04 18:12:02.381003	56716
2012-04-05 18:12:03.000886	56716
2012-04-06 18:12:03.657641	56716
2012-04-18 18:51:32.286351      57999
2012-04-19 18:12:03.312325	57999
2012-04-20 18:12:05.774372	57999
2012-04-21 18:12:03.913452	57999
2012-04-22 18:12:03.961463	57999
2012-04-23 18:12:04.074258	58578
2012-04-24 18:12:05.867188	58578
2012-04-25 18:12:04.116988	58578
2012-04-26 18:12:04.612810	58578
2012-04-27 18:12:06.764873	69578
2012-04-28 18:12:04.695870	69578
2012-04-29 18:12:04.063624	69578
2012-04-30 18:12:03.967626	70079
2012-05-01 18:12:03.882219	70193
2012-05-02 18:12:05.377822	70193
2012-05-03 18:12:04.402524	70193
2012-05-04 18:12:06.054941	70193
2012-05-05 18:12:05.516419	70193
2012-05-06 18:12:05.230642	70193
2012-05-07 18:12:12.296075	70809
2012-05-08 18:12:03.178494	70809
2012-05-09 18:12:04.278205	70809
2012-05-10 18:12:03.414771	70809
2012-05-11 18:12:04.030417	70809
2012-05-12 18:12:07.593699	70809
2012-05-13 18:12:07.310291	70809
2012-05-14 18:12:03.260016	71418
2012-05-15 18:12:03.650578	71418
2012-05-16 18:12:03.612871	71418
2012-05-17 18:12:04.692523	71418
2012-05-18 18:12:03.150846	71418
